_id,category1,category2,maker,category3,standard,vehicleType,year,mainPrice,privatePrice
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 4톤 (4T) 삼성FX40 (Q007S) 2006 11,900,000 11,900,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,4톤 (4T),삼성FX40 (Q007S),2006,"11,900,000","11,900,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 4톤 (4T) 삼성FX40 (Q007S) 2007 13,000,000 13,000,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,4톤 (4T),삼성FX40 (Q007S),2007,"13,000,000","13,000,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 4톤 (4T) 삼성FX40 (Q007S) 2008 14,000,000 14,000,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,4톤 (4T),삼성FX40 (Q007S),2008,"14,000,000","14,000,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 4톤 (4T) 삼성FX40 (Q007S) 2009 15,300,000 15,300,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,4톤 (4T),삼성FX40 (Q007S),2009,"15,300,000","15,300,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 4톤 (4T) 삼성FX40 (Q007S) 2010 16,400,000 16,400,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,4톤 (4T),삼성FX40 (Q007S),2010,"16,400,000","16,400,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 4톤 (4T) 삼성FX40 (Q007S) 2011 18,100,000 18,100,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,4톤 (4T),삼성FX40 (Q007S),2011,"18,100,000","18,100,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 4톤 (4T) 삼성FX40 (Q007S) 2012 20,800,000 20,800,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,4톤 (4T),삼성FX40 (Q007S),2012,"20,800,000","20,800,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 4톤 (4T) 삼성FX40 (Q007S) 2013 22,300,000 22,300,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,4톤 (4T),삼성FX40 (Q007S),2013,"22,300,000","22,300,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 4톤 (4T) 삼성FX40 (Q007S) 2014 23,700,000 23,700,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,4톤 (4T),삼성FX40 (Q007S),2014,"23,700,000","23,700,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 4톤 (4T) 삼성FX40 (Q007S) 2015 25,200,000 25,200,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,4톤 (4T),삼성FX40 (Q007S),2015,"25,200,000","25,200,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 4톤 (4T) 삼성FX40 (Q007S) 2016 27,200,000 27,200,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,4톤 (4T),삼성FX40 (Q007S),2016,"27,200,000","27,200,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 4톤 (4T) 삼성FX40 (Q007S) 2017 29,600,000 29,600,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,4톤 (4T),삼성FX40 (Q007S),2017,"29,600,000","29,600,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 4톤 (4T) 삼성FX40 (Q007S) 2018 32,200,000 32,200,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,4톤 (4T),삼성FX40 (Q007S),2018,"32,200,000","32,200,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 1999 5,100,000 5,100,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),1999,"5,100,000","5,100,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2000 6,100,000 6,100,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2000,"6,100,000","6,100,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2001 7,400,000 7,400,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2001,"7,400,000","7,400,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2002 9,200,000 9,200,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2002,"9,200,000","9,200,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2003 11,500,000 11,500,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2003,"11,500,000","11,500,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2004 12,900,000 12,900,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2004,"12,900,000","12,900,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2005 14,800,000 14,800,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2005,"14,800,000","14,800,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2006 16,100,000 16,100,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2006,"16,100,000","16,100,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2007 17,500,000 17,500,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2007,"17,500,000","17,500,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2008 18,800,000 18,800,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2008,"18,800,000","18,800,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2009 20,700,000 20,700,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2009,"20,700,000","20,700,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2010 22,000,000 22,000,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2010,"22,000,000","22,000,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2011 24,400,000 24,400,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2011,"24,400,000","24,400,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2012 28,100,000 28,100,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2012,"28,100,000","28,100,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2013 30,000,000 30,000,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2013,"30,000,000","30,000,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2014 32,000,000 32,000,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2014,"32,000,000","32,000,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2015 33,900,000 33,900,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2015,"33,900,000","33,900,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2016 36,700,000 36,700,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2016,"36,700,000","36,700,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2017 40,000,000 40,000,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2017,"40,000,000","40,000,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 5톤 (5T) 삼성FX50 (Q007H) 2018 43,300,000 43,300,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,5톤 (5T),삼성FX50 (Q007H),2018,"43,300,000","43,300,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 1999 5,200,000 5,200,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),1999,"5,200,000","5,200,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2000 6,200,000 6,200,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2000,"6,200,000","6,200,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2001 7,600,000 7,600,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2001,"7,600,000","7,600,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2002 9,400,000 9,400,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2002,"9,400,000","9,400,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2003 11,700,000 11,700,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2003,"11,700,000","11,700,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2004 13,200,000 13,200,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2004,"13,200,000","13,200,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2005 15,000,000 15,000,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2005,"15,000,000","15,000,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2006 16,500,000 16,500,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2006,"16,500,000","16,500,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2007 17,900,000 17,900,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2007,"17,900,000","17,900,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2008 19,200,000 19,200,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2008,"19,200,000","19,200,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2009 21,000,000 21,000,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2009,"21,000,000","21,000,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2010 22,500,000 22,500,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2010,"22,500,000","22,500,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2011 24,900,000 24,900,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2011,"24,900,000","24,900,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2012 28,700,000 28,700,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2012,"28,700,000","28,700,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2013 30,600,000 30,600,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2013,"30,600,000","30,600,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2014 32,700,000 32,700,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2014,"32,700,000","32,700,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2015 34,600,000 34,600,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2015,"34,600,000","34,600,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2016 37,500,000 37,500,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2016,"37,500,000","37,500,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2017 40,800,000 40,800,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2017,"40,800,000","40,800,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60 (Q007I) 2018 44,200,000 44,200,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60 (Q007I),2018,"44,200,000","44,200,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 1999 5,200,000 5,200,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),1999,"5,200,000","5,200,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2000 6,200,000 6,200,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2000,"6,200,000","6,200,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2001 7,600,000 7,600,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2001,"7,600,000","7,600,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2002 9,400,000 9,400,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2002,"9,400,000","9,400,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2003 11,700,000 11,700,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2003,"11,700,000","11,700,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2004 13,200,000 13,200,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2004,"13,200,000","13,200,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2005 15,000,000 15,000,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2005,"15,000,000","15,000,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2006 16,500,000 16,500,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2006,"16,500,000","16,500,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2007 17,900,000 17,900,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2007,"17,900,000","17,900,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2008 19,200,000 19,200,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2008,"19,200,000","19,200,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2009 21,000,000 21,000,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2009,"21,000,000","21,000,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2010 22,500,000 22,500,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2010,"22,500,000","22,500,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2011 24,900,000 24,900,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2011,"24,900,000","24,900,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2012 28,700,000 28,700,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2012,"28,700,000","28,700,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2013 30,600,000 30,600,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2013,"30,600,000","30,600,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2014 32,700,000 32,700,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2014,"32,700,000","32,700,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2015 34,600,000 34,600,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2015,"34,600,000","34,600,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2016 37,500,000 37,500,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2016,"37,500,000","37,500,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2017 40,800,000 40,800,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2017,"40,800,000","40,800,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 6톤 (6T) 삼성FX60D (Q007Q) 2018 44,200,000 44,200,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,6톤 (6T),삼성FX60D (Q007Q),2018,"44,200,000","44,200,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 1999 5,600,000 5,600,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),1999,"5,600,000","5,600,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2000 6,600,000 6,600,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2000,"6,600,000","6,600,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2001 8,100,000 8,100,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2001,"8,100,000","8,100,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2002 10,100,000 10,100,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2002,"10,100,000","10,100,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2003 12,700,000 12,700,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2003,"12,700,000","12,700,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2004 14,200,000 14,200,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2004,"14,200,000","14,200,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2005 16,300,000 16,300,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2005,"16,300,000","16,300,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2006 17,800,000 17,800,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2006,"17,800,000","17,800,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2007 19,300,000 19,300,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2007,"19,300,000","19,300,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2008 20,800,000 20,800,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2008,"20,800,000","20,800,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2009 22,800,000 22,800,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2009,"22,800,000","22,800,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2010 24,300,000 24,300,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2010,"24,300,000","24,300,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2011 26,900,000 26,900,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2011,"26,900,000","26,900,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2012 31,000,000 31,000,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2012,"31,000,000","31,000,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2013 33,100,000 33,100,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2013,"33,100,000","33,100,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2014 35,300,000 35,300,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2014,"35,300,000","35,300,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2015 37,400,000 37,400,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2015,"37,400,000","37,400,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2016 40,500,000 40,500,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2016,"40,500,000","40,500,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2017 44,100,000 44,100,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2017,"44,100,000","44,100,000"
"운반장비 지게차 삼성중공업 (SHI) 포크리프트 7톤 (7T) 삼성FX70 (Q007J) 2018 47,800,000 47,800,000",운반장비,지게차,삼성중공업 (SHI),포크리프트,7톤 (7T),삼성FX70 (Q007J),2018,"47,800,000","47,800,000"
"운반장비 지게차 칼마 (KMR) 포크리프트 8톤 (8T) 칼마 8톤 지게차 (KM02F) 2008 120,400,000 120,400,000",운반장비,지게차,칼마 (KMR),포크리프트,8톤 (8T),칼마 8톤 지게차 (KM02F),2008,"120,400,000","120,400,000"
"운반장비 지게차 하이스타 (HIS) 포크리프트 16톤 (16T) 하이스타H16.00XL (HX01A) 1999 37,200,000 37,200,000",운반장비,지게차,하이스타 (HIS),포크리프트,16톤 (16T),하이스타H16.00XL (HX01A),1999,"37,200,000","37,200,000"
"운반장비 지게차 하이스타 (HIS) 포크리프트 16톤 (16T) 하이스타H16.00XM (HX01E) 2004 51,400,000 51,400,000",운반장비,지게차,하이스타 (HIS),포크리프트,16톤 (16T),하이스타H16.00XM (HX01E),2004,"51,400,000","51,400,000"
"운반장비 지게차 하이스타 (HIS) 포크리프트 16톤 (16T) 하이스타H16.00XM (HX01E) 2005 56,800,000 56,800,000",운반장비,지게차,하이스타 (HIS),포크리프트,16톤 (16T),하이스타H16.00XM (HX01E),2005,"56,800,000","56,800,000"
"운반장비 지게차 하이스타 (HIS) 포크리프트 2.5톤 (2.5T) 하이스타H2.5TX (HX01B) 1999 2,400,000 2,400,000",운반장비,지게차,하이스타 (HIS),포크리프트,2.5톤 (2.5T),하이스타H2.5TX (HX01B),1999,"2,400,000","2,400,000"
"운반장비 지게차 하이스타 (HIS) 포크리프트 2.5톤 (2.5T) 하이스타H2.5TX (HX01B) 2000 2,700,000 2,700,000",운반장비,지게차,하이스타 (HIS),포크리프트,2.5톤 (2.5T),하이스타H2.5TX (HX01B),2000,"2,700,000","2,700,000"
"운반장비 지게차 하이스타 (HIS) 포크리프트 2.5톤 (2.5T) 하이스타H2.5TX (HX01B) 2001 3,400,000 3,400,000",운반장비,지게차,하이스타 (HIS),포크리프트,2.5톤 (2.5T),하이스타H2.5TX (HX01B),2001,"3,400,000","3,400,000"
"운반장비 지게차 하이스타 (HIS) 포크리프트 2.5톤 (2.5T) 하이스타H2.5TX (HX01B) 2002 4,200,000 4,200,000",운반장비,지게차,하이스타 (HIS),포크리프트,2.5톤 (2.5T),하이스타H2.5TX (HX01B),2002,"4,200,000","4,200,000"
"운반장비 지게차 하이스타 (HIS) 포크리프트 2.5톤 (2.5T) 하이스타H2.5TX (HX01B) 2003 5,200,000 5,200,000",운반장비,지게차,하이스타 (HIS),포크리프트,2.5톤 (2.5T),하이스타H2.5TX (HX01B),2003,"5,200,000","5,200,000"
"운반장비 지게차 하이스타 (HIS) 포크리프트 2.5톤 (2.5T) 하이스타H2.5TX (HX01B) 2004 5,900,000 5,900,000",운반장비,지게차,하이스타 (HIS),포크리프트,2.5톤 (2.5T),하이스타H2.5TX (HX01B),2004,"5,900,000","5,900,000"
"운반장비 지게차 하이스타 (HIS) 포크리프트 2.5톤 (2.5T) 하이스타H2.5TX (HX01B) 2005 6,700,000 6,700,000",운반장비,지게차,하이스타 (HIS),포크리프트,2.5톤 (2.5T),하이스타H2.5TX (HX01B),2005,"6,700,000","6,700,000"
